x,y,nx,ny,pressure,cp,cf,rho,u,v,mach,tag,wall_distance
0.011172188,0.01795843146,-0.6121417689,0.790748035,3.22108705e+01,9.29677550e-01,0.00000000e+00,1.01859355e+00,2.65183805e-01,0.00000000e+00,3.97775707e-02,bc-4,0.0001
0.2864717806,0.05997616808,-0.006305742989,0.9999801186,3.13219502e+01,-8.48163178e-01,0.00000000e+00,9.83036736e-01,1.35947165e+00,0.00000000e+00,2.03920748e-01,bc-4,0.0001
0.7293509161,0.03372408571,0.1008029248,0.9949064129,3.20538911e+01,6.15718683e-01,0.00000000e+00,1.01231437e+00,6.19904280e-01,0.00000000e+00,9.29856421e-02,bc-4,0.0001
0.04418948086,0.03370915194,-0.3149907397,0.9490947444,3.20634336e+01,6.34803798e-01,0.00000000e+00,1.01269608e+00,6.04314655e-01,0.00000000e+00,9.06471982e-02,bc-4,0.0001
0.5088242403,0.05237490095,0.0648463393,0.9978952612,3.15471584e+01,-3.97746678e-01,0.00000000e+00,9.92045066e-01,1.18226337e+00,0.00000000e+00,1.77339506e-01,bc-4,0.0001
0.5790887154,-0.04731457785,0.07831578906,-0.9969286018,3.17076510e+01,-7.67615433e-02,0.00000000e+00,9.98464769e-01,1.03767121e+00,0.00000000e+00,1.55650682e-01,bc-4,0.0001
0.06846556623,0.04050050781,-0.2324280001,0.9726136051,3.19474696e+01,4.02875769e-01,0.00000000e+00,1.00805752e+00,7.72738138e-01,0.00000000e+00,1.15910721e-01,bc-4,0.0001
0.9749799004,-0.004717120801,0.1348331604,-0.9908683156,3.23768376e+01,1.26161168e+00,0.00000000e+00,1.02523223e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.9987545126,-0.001434619677,0.1387390893,-0.9903289681,3.23856776e+01,1.27929177e+00,0.00000000e+00,1.02558584e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.4035369673,0.05789646081,0.0382397209,0.9992685944,3.13636587e+01,-7.64746045e-01,0.00000000e+00,9.84705079e-01,1.32843744e+00,0.00000000e+00,1.99265617e-01,bc-4,0.0001
0.6137171691,0.04449124103,0.0840900433,0.99645816,3.17904317e+01,8.87998897e-02,0.00000000e+00,1.00177600e+00,9.54568023e-01,0.00000000e+00,1.43185203e-01,bc-4,0.0001
0.2706490839,-0.05981639715,-0.01416953109,-0.9998996072,3.13346466e+01,-8.22770196e-01,0.00000000e+00,9.83544596e-01,1.35010007e+00,0.00000000e+00,2.02515010e-01,bc-4,0.0001
0.9749799004,0.004717120801,0.1348331604,0.9908683156,3.23768376e+01,1.26161168e+00,0.00000000e+00,1.02523223e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.000311468869,0.003120332835,-0.9928801989,0.1191172139,3.22456112e+01,9.99158974e-01,0.00000000e+00,1.01998318e+00,2.90004472e-02,0.00000000e+00,4.35006707e-03,bc-4,0.0001
0.7448878701,-0.03213351298,0.1028685945,-0.9946949544,3.20856047e+01,6.79145844e-01,0.00000000e+00,1.01358292e+00,5.66439897e-01,0.00000000e+00,8.49659845e-02,bc-4,0.0001
0.4209112846,-0.05718604328,0.04331346989,-0.9990615313,3.13866602e+01,-7.18743013e-01,0.00000000e+00,9.85625140e-01,1.31100840e+00,0.00000000e+00,1.96651259e-01,bc-4,0.0001
0.2706490839,0.05981639715,-0.01416953109,0.9998996072,3.13346466e+01,-8.22770196e-01,0.00000000e+00,9.83544596e-01,1.35010007e+00,0.00000000e+00,2.02515010e-01,bc-4,0.0001
0.8917005135,0.01550561195,0.1223959096,0.9924813556,3.23139040e+01,1.13574446e+00,0.00000000e+00,1.02271489e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.03082801824,-0.02875151489,-0.3885334247,-0.9214346303,3.21261813e+01,7.60299206e-01,0.00000000e+00,1.01520598e+00,4.89592478e-01,0.00000000e+00,7.34388717e-02,bc-4,0.0001
0.9126453628,0.01289097994,0.125370896,0.9921099427,3.23344611e+01,1.17685867e+00,0.00000000e+00,1.02353717e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.9996885311,-0.00130369377,0.1388963983,-0.9903069173,3.23859442e+01,1.27982491e+00,0.00000000e+00,1.02559650e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.1433404143,-0.05275003445,-0.1085725157,-0.9940885317,3.16274637e+01,-2.37135995e-01,0.00000000e+00,9.95257280e-01,1.11226615e+00,0.00000000e+00,1.66839923e-01,bc-4,0.0001
0.1311957681,-0.05134165725,-0.1225540045,-0.9924618461,3.16731348e+01,-1.45793796e-01,0.00000000e+00,9.97084124e-01,1.07041758e+00,0.00000000e+00,1.60562637e-01,bc-4,0.0001
0.8804893939,-0.01687920053,0.120836641,-0.9926724063,3.23015994e+01,1.11113526e+00,0.00000000e+00,1.02222271e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.3025605068,0.06001559201,0.001144367296,0.9999993452,3.13139967e+01,-8.64070034e-01,0.00000000e+00,9.82718599e-01,1.36530950e+00,0.00000000e+00,2.04796425e-01,bc-4,0.0001
0.9223529979,0.01165729127,0.1267804838,0.9919307985,3.23429101e+01,1.19375666e+00,0.00000000e+00,1.02387513e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.8917005135,-0.01550561195,0.1223959096,-0.9924813556,3.23139040e+01,1.13574446e+00,0.00000000e+00,1.02271489e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.1962030398,-0.05715092555,-0.06060323598,-0.9981619347,3.14638335e+01,-5.64396532e-01,0.00000000e+00,9.88712069e-01,1.25075838e+00,0.00000000e+00,1.87613757e-01,bc-4,0.0001
0.9558105191,-0.00729564047,0.1318123771,-0.991274683,3.23667909e+01,1.24151840e+00,0.00000000e+00,1.02483037e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.6974394932,0.03688771349,0.09646971283,0.9953359204,3.19853077e+01,4.78551808e-01,0.00000000e+00,1.00957104e+00,7.22113697e-01,0.00000000e+00,1.08317055e-01,bc-4,0.0001
0.05982176856,0.0383286139,-0.2570708234,0.9663925661,3.19886590e+01,4.85254453e-01,0.00000000e+00,1.00970509e+00,7.17457697e-01,0.00000000e+00,1.07618655e-01,bc-4,0.0001
0.7601197243,-0.03054269148,0.1048751384,-0.9944853973,3.21154943e+01,7.38925057e-01,0.00000000e+00,1.01477850e+00,5.10954933e-01,0.00000000e+00,7.66432399e-02,bc-4,0.0001
0.817622798,0.02425853804,0.112398953,0.9936631599,3.22162255e+01,9.40387536e-01,0.00000000e+00,1.01880775e+00,2.44156639e-01,0.00000000e+00,3.66234958e-02,bc-4,0.0001
0.9627795333,-0.006365093444,0.1328980806,-0.9911297091,3.23707477e+01,1.24943200e+00,0.00000000e+00,1.02498864e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.01518605851,-0.02075637713,-0.5439473749,-0.839119332,3.21948890e+01,8.97714489e-01,0.00000000e+00,1.01795429e+00,3.19821061e-01,0.00000000e+00,4.79731592e-02,bc-4,0.0001
0.4383841366,0.05638520399,0.04811204448,0.998841945,3.14131669e+01,-6.65729686e-01,0.00000000e+00,9.86685406e-01,1.29063151e+00,0.00000000e+00,1.93594726e-01,bc-4,0.0001
0.04418948086,-0.03370915194,-0.3149907397,-0.9490947444,3.20634336e+01,6.34803798e-01,0.00000000e+00,1.01269608e+00,6.04314655e-01,0.00000000e+00,9.06471982e-02,bc-4,0.0001
0.630829628,-0.04302345535,0.08677956535,-0.9962275378,3.18313061e+01,1.70548776e-01,0.00000000e+00,1.00341098e+00,9.10742128e-01,0.00000000e+00,1.36611319e-01,bc-4,0.0001
0.03722046671,0.03127040468,-0.3494331329,0.9369613042,3.20964237e+01,7.00784004e-01,0.00000000e+00,1.01401568e+00,5.47006395e-01,0.00000000e+00,8.20509592e-02,bc-4,0.0001
0.004975744743,-0.01218444188,-0.7746552983,-0.6323837196,3.22330295e+01,9.73995427e-01,0.00000000e+00,1.01947991e+00,1.61259335e-01,0.00000000e+00,2.41889003e-02,bc-4,0.0001
0.9558105191,0.00729564047,0.1318123771,0.991274683,3.23667909e+01,1.24151840e+00,0.00000000e+00,1.02483037e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.3354555634,-0.05974423571,0.01488596252,-0.9998891979,3.13123912e+01,-8.67281044e-01,0.00000000e+00,9.82654379e-01,1.36648492e+00,0.00000000e+00,2.04972738e-01,bc-4,0.0001
0.2551121299,-0.05953407878,-0.02247002218,-0.9997475172,3.13519914e+01,-7.88080650e-01,0.00000000e+00,9.84238387e-01,1.33719133e+00,0.00000000e+00,2.00578699e-01,bc-4,0.0001
0.9950242553,0.001956003163,0.1381138294,0.990416362,3.23845526e+01,1.27704172e+00,0.00000000e+00,1.02554083e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.2104073709,-0.05793647382,-0.05026419538,-0.9987359564,3.14300513e+01,-6.31960923e-01,0.00000000e+00,9.87360782e-01,1.27748226e+00,0.00000000e+00,1.91622339e-01,bc-4,0.0001
0.4035369673,-0.05789646081,0.0382397209,-0.9992685944,3.13636587e+01,-7.64746045e-01,0.00000000e+00,9.84705079e-01,1.32843744e+00,0.00000000e+00,1.99265617e-01,bc-4,0.0001
0.002800891996,0.009214385446,-0.862222961,0.5065289386,3.22396400e+01,9.87216504e-01,0.00000000e+00,1.01974433e+00,1.13064123e-01,0.00000000e+00,1.69596184e-02,bc-4,0.0001
0.9401782314,0.009355028624,0.1294257985,0.9915891098,3.23566423e+01,1.22122107e+00,0.00000000e+00,1.02442442e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.9950242553,-0.001956003163,0.1381138294,-0.990416362,3.23845526e+01,1.27704172e+00,0.00000000e+00,1.02554083e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.07764700207,-0.04257472617,-0.2100676045,-0.9776868627,3.19042296e+01,3.16395610e-01,0.00000000e+00,1.00632791e+00,8.26803719e-01,0.00000000e+00,1.24020558e-01,bc-4,0.0001
0.1962030398,0.05715092555,-0.06060323598,0.9981619347,3.14638335e+01,-5.64396532e-01,0.00000000e+00,9.88712069e-01,1.25075838e+00,0.00000000e+00,1.87613757e-01,bc-4,0.0001
0.3354555634,0.05974423571,0.01488596252,0.9998891979,3.13123912e+01,-8.67281044e-01,0.00000000e+00,9.82654379e-01,1.36648492e+00,0.00000000e+00,2.04972738e-01,bc-4,0.0001
0.4559337542,-0.05549872788,0.05265021293,-0.9986130157,3.14428387e+01,-6.06386136e-01,0.00000000e+00,9.87872277e-01,1.26743289e+00,0.00000000e+00,1.90114934e-01,bc-4,0.0001
0.5088242403,-0.05237490095,0.0648463393,-0.9978952612,3.15471584e+01,-3.97746678e-01,0.00000000e+00,9.92045066e-01,1.18226337e+00,0.00000000e+00,1.77339506e-01,bc-4,0.0001
0.3862828309,-0.05851182277,0.03287574151,-0.9994594467,3.13444743e+01,-8.03114924e-01,0.00000000e+00,9.83937702e-01,1.34280115e+00,0.00000000e+00,2.01420172e-01,bc-4,0.0001
0.004975744743,0.01218444188,-0.7746552983,0.6323837196,3.22330295e+01,9.73995427e-01,0.00000000e+00,1.01947991e+00,1.61259335e-01,0.00000000e+00,2.41889003e-02,bc-4,0.0001
0.817622798,-0.02425853804,0.112398953,-0.9936631599,3.22162255e+01,9.40387536e-01,0.00000000e+00,1.01880775e+00,2.44156639e-01,0.00000000e+00,3.66234958e-02,bc-4,0.0001
0.2398802757,0.05912744782,-0.03123279075,0.9995121374,3.13738281e+01,-7.44407389e-01,0.00000000e+00,9.85111852e-01,1.32076016e+00,0.00000000e+00,1.98114023e-01,bc-4,0.0001
0.182377202,-0.05623866855,-0.07154747982,-0.9974371951,3.15009070e+01,-4.90249485e-01,0.00000000e+00,9.90195010e-01,1.22075775e+00,0.00000000e+00,1.83113663e-01,bc-4,0.0001
0.01518605851,0.02075637713,-0.5439473749,0.839119332,3.21948890e+01,8.97714489e-01,0.00000000e+00,1.01795429e+00,3.19821061e-01,0.00000000e+00,4.79731592e-02,bc-4,0.0001
0.1195106061,-0.04981419216,-0.1375136622,-0.9904998701,3.17196858e+01,-5.26918360e-02,0.00000000e+00,9.98946163e-01,1.02600772e+00,0.00000000e+00,1.53901158e-01,bc-4,0.0001
0.6477790895,-0.04152460243,0.08935221605,-0.9960000911,3.18714622e+01,2.50860969e-01,0.00000000e+00,1.00501722e+00,8.65528180e-01,0.00000000e+00,1.29829227e-01,bc-4,0.0001
0.182377202,0.05623866855,-0.07154747982,0.9974371951,3.15009070e+01,-4.90249485e-01,0.00000000e+00,9.90195010e-01,1.22075775e+00,0.00000000e+00,1.83113663e-01,bc-4,0.0001
0.6811047819,-0.03845221134,0.09418788309,-0.9955544398,3.19486648e+01,4.05266015e-01,0.00000000e+00,1.00810532e+00,7.71189980e-01,0.00000000e+00,1.15678497e-01,bc-4,0.0001
0.1559294139,-0.05403691302,-0.09546590012,-0.9954327008,3.15831976e+01,-3.25668216e-01,0.00000000e+00,9.93486636e-01,1.15137666e+00,0.00000000e+00,1.72706499e-01,bc-4,0.0001
0.2249724983,0.05859519347,-0.04048660222,0.9991800814,3.13999397e+01,-6.92184177e-01,0.00000000e+00,9.86156316e-01,1.30083980e+00,0.00000000e+00,1.95125969e-01,bc-4,0.0001
0.007767336069,0.01510006362,-0.689550454,0.7242376485,3.22235238e+01,9.54984047e-01,0.00000000e+00,1.01909968e+00,2.12169631e-01,0.00000000e+00,3.18254447e-02,bc-4,0.0001
0.4911757597,0.05348856058,0.06100318361,0.9981375715,3.15102157e+01,-4.71632150e-01,0.00000000e+00,9.90567357e-01,1.21310847e+00,0.00000000e+00,1.81966270e-01,bc-4,0.0001
0.007767336069,-0.01510006362,-0.689550454,-0.7242376485,3.22235238e+01,9.54984047e-01,0.00000000e+00,1.01909968e+00,2.12169631e-01,0.00000000e+00,3.18254447e-02,bc-4,0.0001
0.7895926291,-0.02737672126,0.1087303161,-0.9940712843,3.21696390e+01,8.47214599e-01,0.00000000e+00,1.01694429e+00,3.90877731e-01,0.00000000e+00,5.86316597e-02,bc-4,0.0001
0.8310529174,0.02272730416,0.1141691991,0.9934613198,3.22367406e+01,9.81417722e-01,0.00000000e+00,1.01962835e+00,1.36316828e-01,0.00000000e+00,2.04475243e-02,bc-4,0.0001
0.5790887154,0.04731457785,0.07831578906,0.9969286018,3.17076510e+01,-7.67615433e-02,0.00000000e+00,9.98464769e-01,1.03767121e+00,0.00000000e+00,1.55650682e-01,bc-4,0.0001
0.1082994865,-0.04817044412,-0.1535762179,-0.988136805,3.17665874e+01,4.11114041e-02,0.00000000e+00,1.00082223e+00,9.79228572e-01,0.00000000e+00,1.46884286e-01,bc-4,0.0001
0.997199108,-0.00165231288,0.1384777943,-0.9903655388,3.23852203e+01,1.27837709e+00,0.00000000e+00,1.02556754e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.5264617271,0.05119560996,0.06848578256,0.9976520925,3.15857538e+01,-3.20555920e-01,0.00000000e+00,9.93588882e-01,1.14915444e+00,0.00000000e+00,1.72373166e-01,bc-4,0.0001
